image_id,criterion,cluster_id
1593883.jpg,food_category,Seafood Main Course Dishes
2941936.jpg,food_category,Entree Or Main Course
2055421.jpg,food_category,Entree Or Main Course
1653147.jpg,food_category,Savory Course Or Appetizer
2323393.jpg,food_category,Entree Or Main Course
2860692.jpg,food_category,Entree Or Main Course
297526.jpg,food_category,Desserts
162813.jpg,food_category,Entree Or Main Course
3433392.jpg,food_category,Savory Course Or Appetizer
3712855.jpg,food_category,Entree Or Main Course
528024.jpg,food_category,Savory Course Or Appetizer
3257568.jpg,food_category,Entree Or Main Course
377092.jpg,food_category,Entree Or Main Course
2563550.jpg,food_category,Entree Or Main Course
1232408.jpg,food_category,Mixed Snacks Main Course
1258212.jpg,food_category,Entree Or Main Course
360650.jpg,food_category,Entree Or Main Course
3048399.jpg,food_category,Savory Course Or Appetizer
883821.jpg,food_category,Multiple Course Meal Combination
1294920.jpg,food_category,Baked Or Fried Foods
1994172.jpg,food_category,Savory Course Or Appetizer
898352.jpg,food_category,Entree Or Main Course
1599908.jpg,food_category,Savory Course Or Appetizer
2778816.jpg,food_category,Savory Course Or Appetizer
2036876.jpg,food_category,Entree Or Main Course
2653908.jpg,food_category,Entree Or Main Course
707760.jpg,food_category,Entree Or Main Course
1742446.jpg,food_category,Entree Or Main Course
938063.jpg,food_category,Multiple Course Meal Combination
2454716.jpg,food_category,Entree Or Main Course
191302.jpg,food_category,Savory Course Or Appetizer
1482554.jpg,food_category,Savory Course Or Appetizer
3719459.jpg,food_category,Entree Or Main Course
3637618.jpg,food_category,Entree Or Main Course
2656659.jpg,food_category,Entree Or Main Course
365631.jpg,food_category,Savory Course Or Appetizer
3799381.jpg,food_category,Entree Or Main Course
3347915.jpg,food_category,Savory Course Or Appetizer
3287609.jpg,food_category,Savory Course Or Appetizer
1278456.jpg,food_category,Savory Course Or Appetizer
380024.jpg,food_category,Entree Or Main Course
1247495.jpg,food_category,Entree Or Main Course
32666.jpg,food_category,Multiple Course Meal Combination
2725340.jpg,food_category,Unknown
1184087.jpg,food_category,Japanese Cuisine Sushi Main Courses
619413.jpg,food_category,Savory Course Or Appetizer
963669.jpg,food_category,Baked Or Fried Foods
3137442.jpg,food_category,Savory Course Or Appetizer
3425912.jpg,food_category,Desserts
2464792.jpg,food_category,Entree Or Main Course
778875.jpg,food_category,Entree Or Main Course
2822696.jpg,food_category,Entree Or Main Course
291516.jpg,food_category,Entree Or Main Course
1041300.jpg,food_category,Entree Or Main Course
3453323.jpg,food_category,Desserts
3264723.jpg,food_category,Entree Or Main Course
3644948.jpg,food_category,Savory Course Or Appetizer
1290485.jpg,food_category,Savory Course Or Appetizer
1266239.jpg,food_category,Entree Or Main Course
2150887.jpg,food_category,Savory Course Or Appetizer
3369165.jpg,food_category,Entree Or Main Course
2091649.jpg,food_category,Entree Or Main Course
416339.jpg,food_category,Savory Course Or Appetizer
2140776.jpg,food_category,Entree Or Main Course
1411472.jpg,food_category,Entree Or Main Course
3901703.jpg,food_category,Entree Or Main Course
2802381.jpg,food_category,Entree Or Main Course
1088723.jpg,food_category,Entree Or Main Course
125669.jpg,food_category,Baked Or Fried Foods
3621153.jpg,food_category,Entree Or Main Course
859685.jpg,food_category,Savory Course Or Appetizer
2504302.jpg,food_category,Savory Course Or Appetizer
2582934.jpg,food_category,Japanese Cuisine Sushi Main Courses
3882120.jpg,food_category,Baked Or Fried Foods
1043579.jpg,food_category,Entree Or Main Course
122339.jpg,food_category,Multiple Course Meal Combination
3840305.jpg,food_category,Savory Course Or Appetizer
1579317.jpg,food_category,Entree Or Main Course
2390235.jpg,food_category,Desserts
2844166.jpg,food_category,Entree Or Main Course
1587932.jpg,food_category,Mixed Snacks Main Course
1353969.jpg,food_category,Savory Course Or Appetizer
2777198.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
204643.jpg,food_presentation_aesthetics,Casual Dining Setting
1438054.jpg,food_presentation_aesthetics,Unknown
1266914.jpg,food_presentation_aesthetics,Artistic Arrangement
43060.jpg,food_presentation_aesthetics,Elegant Food Presentation
17835.jpg,food_presentation_aesthetics,Elegant Food Presentation
221291.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
81547.jpg,food_presentation_aesthetics,Elegant Food Presentation
3345486.jpg,food_presentation_aesthetics,Elegant Food Presentation
2367255.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
920014.jpg,food_presentation_aesthetics,Elegant Food Presentation
116205.jpg,food_presentation_aesthetics,Rustic And Casual Setting
331185.jpg,food_presentation_aesthetics,Artistic Arrangement
2147574.jpg,food_presentation_aesthetics,Elegant Food Presentation
3353357.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3805904.jpg,food_presentation_aesthetics,Casual Dining Setting
2228274.jpg,food_presentation_aesthetics,Elegant Food Presentation
2478048.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1593883.jpg,food_presentation_aesthetics,Casual Dining Setting
2941936.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2055421.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1653147.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2323393.jpg,food_presentation_aesthetics,Elegant Food Presentation
2860692.jpg,food_presentation_aesthetics,Elegant Food Presentation
297526.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
162813.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3433392.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3712855.jpg,food_presentation_aesthetics,Casual Dining Setting
528024.jpg,food_presentation_aesthetics,Elegant Food Presentation
3257568.jpg,food_presentation_aesthetics,Elegant Food Presentation
377092.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2563550.jpg,food_presentation_aesthetics,Casual Dining Setting
1232408.jpg,food_presentation_aesthetics,Casual Dining Setting
1258212.jpg,food_presentation_aesthetics,Casual Dining Setting
360650.jpg,food_presentation_aesthetics,Artistic Arrangement
3048399.jpg,food_presentation_aesthetics,Elegant Food Presentation
883821.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1294920.jpg,food_presentation_aesthetics,Casual Dining Setting
1994172.jpg,food_presentation_aesthetics,Rustic And Casual Setting
898352.jpg,food_presentation_aesthetics,Casual Dining Setting
1599908.jpg,food_presentation_aesthetics,Elegant Food Presentation
2778816.jpg,food_presentation_aesthetics,Rustic And Casual Setting
2036876.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2653908.jpg,food_presentation_aesthetics,Rustic And Casual Setting
707760.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
1742446.jpg,food_presentation_aesthetics,Artistic Arrangement
938063.jpg,food_presentation_aesthetics,Elegant Food Presentation
2454716.jpg,food_presentation_aesthetics,Elegant Food Presentation
191302.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1482554.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3719459.jpg,food_presentation_aesthetics,Elegant Food Presentation
3637618.jpg,food_presentation_aesthetics,Rustic And Casual Setting
2656659.jpg,food_presentation_aesthetics,Elegant Food Presentation
365631.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3799381.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
3347915.jpg,food_presentation_aesthetics,Casual Dining Setting
3287609.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1278456.jpg,food_presentation_aesthetics,Rustic And Casual Setting
380024.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1247495.jpg,food_presentation_aesthetics,Artistic Arrangement
32666.jpg,food_presentation_aesthetics,Elegant Food Presentation
2725340.jpg,food_presentation_aesthetics,Artistic Arrangement
1184087.jpg,food_presentation_aesthetics,Elegant Food Presentation
619413.jpg,food_presentation_aesthetics,Casual Dining Setting
963669.jpg,food_presentation_aesthetics,Casual Dining Setting
3137442.jpg,food_presentation_aesthetics,Elegant Food Presentation
3425912.jpg,food_presentation_aesthetics,Casual Dining Setting
2464792.jpg,food_presentation_aesthetics,Elegant Food Presentation
778875.jpg,food_presentation_aesthetics,Elegant Food Presentation
2822696.jpg,food_presentation_aesthetics,Casual Dining Setting
291516.jpg,food_presentation_aesthetics,Casual Dining Setting
1041300.jpg,food_presentation_aesthetics,Artistic Arrangement
3453323.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3264723.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3644948.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1290485.jpg,food_presentation_aesthetics,Casual Dining Setting
1266239.jpg,food_presentation_aesthetics,Casual Dining Setting
2150887.jpg,food_presentation_aesthetics,Rustic And Casual Setting
3369165.jpg,food_presentation_aesthetics,Casual Dining Setting
2091649.jpg,food_presentation_aesthetics,Artistic Arrangement
416339.jpg,food_presentation_aesthetics,Rustic And Casual Setting
2140776.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1411472.jpg,food_presentation_aesthetics,Elegant Food Presentation
3901703.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2802381.jpg,food_presentation_aesthetics,Elegant Food Presentation
1088723.jpg,food_presentation_aesthetics,Casual Dining Setting
125669.jpg,food_presentation_aesthetics,Elegant Food Presentation
3621153.jpg,food_presentation_aesthetics,Rustic And Casual Setting
859685.jpg,food_presentation_aesthetics,Rustic And Casual Setting
2504302.jpg,food_presentation_aesthetics,Rustic And Casual Setting
2582934.jpg,food_presentation_aesthetics,Elegant Food Presentation
3882120.jpg,food_presentation_aesthetics,Rustic And Casual Setting
1043579.jpg,food_presentation_aesthetics,Artistic Arrangement
122339.jpg,food_presentation_aesthetics,Elegant Food Presentation
3840305.jpg,food_presentation_aesthetics,Elegant Food Presentation
1579317.jpg,food_presentation_aesthetics,Casual Dining Setting
2390235.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2844166.jpg,food_presentation_aesthetics,Casual Dining Setting
1587932.jpg,food_presentation_aesthetics,Casual Dining Setting
1353969.jpg,food_presentation_aesthetics,Formal And Elegant Presentations
2777198.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
204643.jpg,lighting_and_ambiance,Bright: With Warm Tones
1438054.jpg,lighting_and_ambiance,Bright: Even Lighting
1266914.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
43060.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
17835.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
221291.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
81547.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3345486.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2367255.jpg,lighting_and_ambiance,With Warm Ambiance
920014.jpg,lighting_and_ambiance,Bright: With Warm Tones
116205.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
331185.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
2147574.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3353357.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
3805904.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2228274.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
2478048.jpg,lighting_and_ambiance,Bright: Even Lighting
1593883.jpg,lighting_and_ambiance,Bright: Even Lighting
2941936.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
2055421.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
1653147.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
2323393.jpg,lighting_and_ambiance,Bright: With Warm Tones
2860692.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
297526.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
162813.jpg,lighting_and_ambiance,Bright: Even Lighting
3433392.jpg,lighting_and_ambiance,Bright: Even Lighting
3712855.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
528024.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3257568.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
377092.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2563550.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
1232408.jpg,lighting_and_ambiance,Bright: Airy
1258212.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
360650.jpg,lighting_and_ambiance,With Warm Ambiance
3048399.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
883821.jpg,lighting_and_ambiance,Bright: Airy
1294920.jpg,lighting_and_ambiance,Bright: With Warm Tones
1994172.jpg,lighting_and_ambiance,Bright: Even Lighting
898352.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
1599908.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2778816.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2036876.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2653908.jpg,lighting_and_ambiance,Bright: Even Lighting
707760.jpg,lighting_and_ambiance,Bright: Airy
1742446.jpg,lighting_and_ambiance,Bright: Airy
938063.jpg,lighting_and_ambiance,Bright: Airy
2454716.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
191302.jpg,lighting_and_ambiance,Bright: With Warm Tones
1482554.jpg,lighting_and_ambiance,Bright: Even Lighting
3719459.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3637618.jpg,lighting_and_ambiance,Bright: Even Lighting
2656659.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
365631.jpg,lighting_and_ambiance,Bright: Even Lighting
3799381.jpg,lighting_and_ambiance,Bright: Airy
3347915.jpg,lighting_and_ambiance,Bright: Even Lighting
3287609.jpg,lighting_and_ambiance,Bright: Even Lighting
1278456.jpg,lighting_and_ambiance,Bright: Even Lighting
380024.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
1247495.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
32666.jpg,lighting_and_ambiance,Bright: With Warm Tones
2725340.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
1184087.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
619413.jpg,lighting_and_ambiance,Bright: Even Lighting
963669.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3137442.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
3425912.jpg,lighting_and_ambiance,Bright: Airy
2464792.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
778875.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2822696.jpg,lighting_and_ambiance,With Warm Ambiance
291516.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
1041300.jpg,lighting_and_ambiance,Bright: Even Lighting
3453323.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3264723.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
3644948.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
1290485.jpg,lighting_and_ambiance,Bright: Even Lighting
1266239.jpg,lighting_and_ambiance,Bright: Even Lighting
2150887.jpg,lighting_and_ambiance,With Warm Ambiance
3369165.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
2091649.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
416339.jpg,lighting_and_ambiance,Bright: With Warm Tones
2140776.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
1411472.jpg,lighting_and_ambiance,Bright: With Warm Tones
3901703.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
2802381.jpg,lighting_and_ambiance,Bright: Airy
1088723.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
125669.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
3621153.jpg,lighting_and_ambiance,Bright: Even Lighting
859685.jpg,lighting_and_ambiance,Bright: Even Lighting
2504302.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2582934.jpg,lighting_and_ambiance,Bright: Even Lighting
3882120.jpg,lighting_and_ambiance,Bright: Even Lighting
1043579.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
122339.jpg,lighting_and_ambiance,Bright: With Warm Tones
3840305.jpg,lighting_and_ambiance,Dimly Lit: Cozy Atmosphere
1579317.jpg,lighting_and_ambiance,Bright: Even Lighting
2390235.jpg,lighting_and_ambiance,With Warm Ambiance
2844166.jpg,lighting_and_ambiance,Bright: Airy
1587932.jpg,lighting_and_ambiance,Bright: Even Lighting
1353969.jpg,lighting_and_ambiance,Warm And Cozy: Ambiance
2777198.jpg,meal_occasion,Dessert
204643.jpg,meal_occasion,Dinner
1438054.jpg,meal_occasion,Unknown
1266914.jpg,meal_occasion,Dinner
43060.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
17835.jpg,meal_occasion,Dinner
221291.jpg,meal_occasion,Appetizer Platter Or Snack Selection
81547.jpg,meal_occasion,Dessert
3345486.jpg,meal_occasion,Dinner
2367255.jpg,meal_occasion,Dinner
920014.jpg,meal_occasion,Dinner
116205.jpg,meal_occasion,Breakfast Or Light Lunch
331185.jpg,meal_occasion,Dinner
2147574.jpg,meal_occasion,Dessert
3353357.jpg,meal_occasion,Dinner
3805904.jpg,meal_occasion,Breakfast Or Light Lunch
2228274.jpg,meal_occasion,Breakfast Or Light Lunch
2478048.jpg,meal_occasion,Dinner
1593883.jpg,meal_occasion,Dinner
2941936.jpg,meal_occasion,Dinner
2055421.jpg,meal_occasion,Dinner
1653147.jpg,meal_occasion,Appetizer Platter Or Snack Selection
2323393.jpg,meal_occasion,Afternoon Tea Meal
2860692.jpg,meal_occasion,Dessert
297526.jpg,meal_occasion,Afternoon Tea Meal
162813.jpg,meal_occasion,Dinner
3433392.jpg,meal_occasion,Dinner
3712855.jpg,meal_occasion,Dinner
528024.jpg,meal_occasion,Dinner
3257568.jpg,meal_occasion,Dessert
377092.jpg,meal_occasion,Dessert
2563550.jpg,meal_occasion,Dinner
1232408.jpg,meal_occasion,Dinner
1258212.jpg,meal_occasion,Dinner
360650.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
3048399.jpg,meal_occasion,Dessert
883821.jpg,meal_occasion,Dinner
1294920.jpg,meal_occasion,Dessert
1994172.jpg,meal_occasion,Dinner
898352.jpg,meal_occasion,Dinner
1599908.jpg,meal_occasion,Dessert
2778816.jpg,meal_occasion,Dinner
2036876.jpg,meal_occasion,Dessert
2653908.jpg,meal_occasion,Dinner
707760.jpg,meal_occasion,Dinner
1742446.jpg,meal_occasion,Dinner
938063.jpg,meal_occasion,Dinner
2454716.jpg,meal_occasion,Afternoon Tea Meal
191302.jpg,meal_occasion,Dinner
1482554.jpg,meal_occasion,Breakfast Or Light Lunch
3719459.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
3637618.jpg,meal_occasion,Dinner
2656659.jpg,meal_occasion,Dessert
365631.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
3799381.jpg,meal_occasion,Dinner
3347915.jpg,meal_occasion,Breakfast Or Light Lunch
3287609.jpg,meal_occasion,Dinner
1278456.jpg,meal_occasion,Dinner
380024.jpg,meal_occasion,Dessert
1247495.jpg,meal_occasion,Dinner
32666.jpg,meal_occasion,Dinner
2725340.jpg,meal_occasion,Dinner
1184087.jpg,meal_occasion,Dinner
619413.jpg,meal_occasion,Breakfast Or Light Lunch
963669.jpg,meal_occasion,Dinner
3137442.jpg,meal_occasion,Breakfast Or Light Lunch
3425912.jpg,meal_occasion,Dessert
2464792.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
778875.jpg,meal_occasion,Dessert
2822696.jpg,meal_occasion,Dinner
291516.jpg,meal_occasion,Dinner
1041300.jpg,meal_occasion,Brunch
3453323.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
3264723.jpg,meal_occasion,Dinner
3644948.jpg,meal_occasion,Dinner Or Casual Dining Occasion
1290485.jpg,meal_occasion,Dinner
1266239.jpg,meal_occasion,Brunch
2150887.jpg,meal_occasion,Dessert
3369165.jpg,meal_occasion,Dessert
2091649.jpg,meal_occasion,Dinner
416339.jpg,meal_occasion,Appetizer Platter Or Snack Selection
2140776.jpg,meal_occasion,Dinner
1411472.jpg,meal_occasion,Dinner
3901703.jpg,meal_occasion,Dinner
2802381.jpg,meal_occasion,Dinner
1088723.jpg,meal_occasion,Dinner
125669.jpg,meal_occasion,Breakfast Or Light Lunch
3621153.jpg,meal_occasion,Dinner
859685.jpg,meal_occasion,Dessert
2504302.jpg,meal_occasion,Breakfast Or Light Lunch
2582934.jpg,meal_occasion,Dinner
3882120.jpg,meal_occasion,Dinner
1043579.jpg,meal_occasion,Breakfast-Dessert Hybrid Meal
122339.jpg,meal_occasion,Dinner
3840305.jpg,meal_occasion,Dinner
1579317.jpg,meal_occasion,Dinner
2390235.jpg,meal_occasion,Dessert
2844166.jpg,meal_occasion,Dinner
1587932.jpg,meal_occasion,Brunch
1353969.jpg,meal_occasion,Dinner
